91,7233
91,0408
91,9704
91,8117
91,1675
91,7809
91,1553
91,6084
91,0131
91,0121
91,2648
91,6875
91,6641
91,0066
91,0994
91,5881
91,1379
92,2554
91,0811
91,8528
91,1009
92,2052
91,1049
91,1243
91,0646
91,1517
91,2936
91,0543
91,2364
91,4743
91,5252
91,3059
91,1903
91,3052
91,1804
91,1481
91,2434
91,4035
91,2795
91,1251
92,0422
91,3614
91,4948
91,3127
91,0252
91,7521
91,0236
91,1074
91,159
92,7153
91,3455
92,0901
92,9958
91,7375
91,7617
91,4433
91,5586
91,2065
91,3649
91,0403
91,2737
91,2316
91,2344
91,0502
91,0175
91,327
91,1469
91,3222
91,3646
91,2029
91,5504
91,1888
91,1205
91,05
91,4817
92,1818
91,1187
91,3365
91,0024
91,9578
91,544
91,5394
91,4483
91,2467
91,4042
91,3788
91,2143
92,577
91,3427
91,4773
91,0338
91,1609
91,1557
91,8572
91,5053
91,1193
91,1377
91,6023
91,0351
91,2119
